Equipment County,Equipment Borough,Equipment Street No.,Equipment Street Address,Equipment City,Equipment Zip Code,Equip. Unique ID,Intended Use,Manufacturer,Model,Cooling Capacity,Cooling Capacity Unit,Commissioned Date,Inspection Date,Date of Bacteriological Sample Collection,Date of Legionella Sample Collection ,"Last Legionella Sample Result > 1,000 CFU/mL",Location 1
Bronx,Bronx,1500,Waters Pl,Bronx,10461,5517,Air Conditioning,Evapco,AT-224-518,1283,Tonnage,2/15/14,7/20/17,8/8/17,7/12/17,no,"(40.845057753, -73.840041728)"
Kings,Brooklyn,150,55th St,Brooklyn,11220,7771,Air Conditioning,EVAPCO,AT112-412,414,Tonnage,2/15/14,,,,no,"(40.64658320702853, -74.0204177156944)"
Monroe,,657,East Ave.,Rochester,14607,2797,Air Conditioning,Temptek,PT-210ES,100,Tonnage,3/1/14,4/4/17,4/4/17,4/20/17,no,"(43.152919129, -77.587444574)"
Monroe,,663,East Avenue,Rochester,14607,2848,Air Conditioning,Baltimore Aircoil Co.,VFL-048-31L,60,Tonnage,3/1/14,4/4/17,4/20/17,4/20/17,no,"(43.152905245, -77.587363933)"
Broome,,225,Water Street,Binghamton,13901,2857,Air Conditioning,Baltimore Air Coil,VF1-096-51P,96,Tonnage,3/1/14,9/10/15,9/10/15,9/10/15,no,"(42.101985009, -75.914654346)"
Broome,,225,Water Street,Binghamton,13901,2858,Air Conditioning,Baltimore Air Coil,VF1-096-51P,96,Tonnage,3/1/14,9/10/15,9/10/15,9/10/15,no,"(42.101985009, -75.914654346)"
Onondaga,,7737, Barbara Ln,Baldwinsville,13027,4205,Refrigeration,Evapco,LSWE-4-4I9-Z,75,Tonnage,3/1/14,5/16/17,5/24/17,5/24/17,no,"(43.14185864953017, -76.29960368923567)"
Onondaga,,7737, Barbara Ln,Baldwinsville,13027,4212,Refrigeration,Evapco,LSWE-4-4I9-z,75,Tonnage,3/1/14,5/24/17,11/24/16,5/24/17,no,"(43.141850021, -76.299601338)"
New York,Manhattan,433,1st Avenue,New York,10010,5740,Air Conditioning,Baltimore AirCoil Company (BAC),ATW-102-3K-2,62310,CFM,3/1/14,11/2/16,7/22/15,10/19/16,no,"(40.738495052, -73.977437043)"
New York,Manhattan,500,Park Avenue,New York,10022,11161,Air Conditioning,EVAPCO,USS-19-612,320,Tonnage,3/1/14,6/12/17,7/12/17,6/23/17,no,"(40.76298499806656, -73.97037301068896)"
Nassau,,322,Lagoon Dr West,Long Beach,11561,5644,Air Conditioning,Evapco,AT-217-811,545,Tonnage,3/3/14,4/20/17,5/25/17,5/30/17,no,"(40.594805124392856, -73.63459980024372)"
Albany,,737,Albany Shaker Rd,Albany,12211,9491,Air Conditioning,Baltimore Aircoil Company,S3E-1020-07M,500,Tonnage,3/6/14,4/29/16,4/29/16,,no,"(42.74039565590276, -73.80815785541627)"
Albany,,737,Albany Shaker Rd,Albany,12211,9492,Air Conditioning,Baltimore Aircoil Company,S3E-1020-07M,500,Tonnage,3/6/14,4/29/16,4/29/16,,no,"(42.74039565590276, -73.80815785541627)"
Oneida,,12,Rhoads Drive,Utica,13502,4223,Air Conditioning,Evapco,LSWE 5-4M18,200,Tonnage,3/7/14,,,,no,"(43.093119655, -75.288419596)"
Westchester,,670,White Plains Rd,Scarsdale,10583,3327,Air Conditioning,MARLEY,NC8402GG-13,240,Tonnage,3/12/14,6/27/17,6/27/17,4/25/17,no,"(40.9698522831395, -73.80693885649133)"
New York,Manhattan,515,Madison Avenue,New York,10022,11303,Air Conditioning,Marley SPX,?,250,Tonnage,3/12/14,7/5/17,7/5/17,7/5/17,no,"(40.75977029771529, -73.974018894107)"
New York,Manhattan,229,w 43rd st,New York,10036,6010,Air Conditioning,marley,nc8411tan1bgf,800,Tonnage,3/17/14,5/31/17,5/31/17,5/24/17,no,"(40.75716964996385, -73.9872807491792)"
New York,Manhattan,229,w 43rd st,New York,10036,6025,Air Conditioning,marley,nc8411tan1bgf,800,Tonnage,3/17/14,5/31/17,5/31/17,5/24/17,no,"(40.75716964996385, -73.9872807491792)"
New York,Manhattan,229,w 43rd st,New York,10036,6035,Air Conditioning,marley,nc8411tan1bgf,800,Tonnage,3/17/14,5/31/17,5/31/17,5/24/17,no,"(40.75716964996385, -73.9872807491792)"
New York,Manhattan,229,w 43rd st,New York,10036,6043,Air Conditioning,marley,nc8411tan1bgf,800,Tonnage,3/17/14,5/31/17,5/31/17,5/31/15,no,"(40.75716964996385, -73.9872807491792)"
New York,Manhattan,726,Broadway,New York,10003,5642,Air Conditioning,Marley,243591,,BTU,3/18/14,11/23/16,7/28/15,9/20/16,no,"(40.729422651, -73.993202026)"
Westchester,,41,East Post Rd,White Plains,10601,2871,Air Conditioning,Evapco,AT-14-66,57,Tonnage,3/20/14,8/4/16,11/8/16,11/1/16,no,"(41.02518673, -73.769863717)"
Bronx,Bronx,4141,Laconia Ave,Bronx,10466,6374,Air Conditioning,SPX Cooling Tower,T1,60,Tonnage,3/20/14,9/10/15,1/1/16,1/1/16,no,"(40.88818020355894, -73.84684671583538)"
Monroe,,123,E. main St.,Rochester,14604,1678,Air Conditioning,Marley,NC8403QAN2CGF,375,Tonnage,3/28/14,6/2/16,8/22/16,4/24/17,no,"(43.155804058, -77.60915948)"
New York,Manhattan,530,Fifth Avenue,New York,10036,665,Air Conditioning,"SPX Cooling Technologies, Inc.; Marley NC 8400",NC8411TAN1CGF,2400,Tonnage,3/31/14,7/3/17,7/7/17,7/3/17,no,"(40.755169785, -73.979887598)"
New York,Manhattan,530,Fifth Avenue,New York,10036,668,Air Conditioning,Coolwater Technologies,RTA200A,200,Tonnage,4/1/14,,,,no,"(40.755169785, -73.979887598)"
Onondaga,,505,Irving Ave,Syracuse,13210,5094,Air Conditioning,BALTIMORE AIR COIL,3482-C,900,Tonnage,4/1/14,7/26/17,7/5/17,7/6/17,no,"(43.04479413054104, -76.13755768051676)"
New York,Manhattan,401,East 86th Street,New York,10028,5183,Air Conditioning,Baltimore Aircoil Company,3272C-2,1173,Tonnage,4/1/14,4/6/17,4/6/17,4/6/17,no,"(40.776910345, -73.949047125)"
Oneida,,5950,Airport Rd,Oriskany,13424,5896,Air Conditioning,BAC,PT2-0812A-3M1,300,Tonnage,4/1/14,4/10/17,4/10/17,4/26/17,no,"(43.14903217421443, -75.37572015489826)"
New York,Manhattan,67,EAST 11TH STREET,NEW YORK,10003,5904,Air Conditioning,Baltimore Aircoil Company,FXV-0812B-240-0,150,Tonnage,4/1/14,5/1/17,5/3/17,5/9/17,no,"(40.732746859, -73.991740378)"
New York,Manhattan,20,W 53rd St,New York,10019,6103,Air Conditioning,Marley,MD5016RJF2LC0F,1030,Tonnage,4/1/14,5/23/17,5/23/17,4/28/17,no,"(40.760648912839365, -73.97651490922638)"
New York,Manhattan,523,Greenwich Street,New York,10013,6822,Air Conditioning,BAC,15325,4,BTU,4/1/14,9/16/15,9/16/15,8/20/15,yes,"(40.726390725, -74.008939992)"
Ontario,,727,Rowley Road,Victor,14564,7106,Air Conditioning,EVAPCO,ATWB 4-4G6-Z,45,Tonnage,4/1/14,9/15/15,8/26/15,8/26/15,no,"(43.003435378, -77.437088244)"
Orange,,950,Reynolds,West Point,10996,7204,Air Conditioning,baltimore air coil company,15270-3,810,Tonnage,4/1/14,,,8/27/15,no,"(41.39918812879432, -73.98158435873121)"
New York,Manhattan,305,East 47th Street,New York,10017,8467,Air Conditioning,Baltimore Aircoil Co.,VXT-N516CB,,BTU,4/1/14,11/2/16,6/2/17,5/1/17,no,"(40.752787960300395, -73.96911438757337)"
Ontario,,727,Rowley Road,Victor,14564,10196,Air Conditioning,EVAPCO,ATWB 4-4G6-Z,45,Tonnage,4/1/14,4/11/17,5/17/17,7/28/17,no,"(43.003443933718536, -77.43709095133687)"
Erie,,40,S Grove St,East Aurora,14052,10243,Air Conditioning,BAC,F1732-LMR,17490,,4/1/14,6/19/17,6/19/17,6/19/17,no,"(42.766772808557846, -78.6173811384313)"
New York,Manhattan,30,French Rd,Cheektowaga,14227,10727,Other,CTS,T-230,7900,CFM,4/1/14,4/5/17,,,no,"(42.86758475078505, -78.75238200525806)"
Onondaga,,7279,William Barry Blvd,Syracuse,13212,11081,Air Conditioning,EVAPCO,ATWB 9-5H8-R,150,Tonnage,4/1/14,7/12/17,7/12/17,7/12/17,no,"(43.12238814609826, -76.10511607560831)"
Kings,Brooklyn,80,Jamaica Ave,New York,11207,6278,Air Conditioning,Marley SPX,Ao492D1GAF,27.5,Tonnage,4/2/14,4/13/17,6/5/17,4/13/17,no,"(40.678275822, -73.896931426)"
Onondaga,,5404,South Bay Road,Syracuse,13212,6007,Air Conditioning,EVAPCO,LSWA -81B,190,Tonnage,4/8/14,7/7/17,7/7/17,7/7/17,no,"(43.115940977, -76.142095492)"
Essex,,2605, Harlem Rd.,Cheektowaga,14225,1888,Air Conditioning,Baltimore Air Coil,15425,425,Tonnage,4/10/14,3/28/17,7/19/17,6/20/17,no,"(42.91496988159291, -78.78417994066493)"
Erie,,2950,Elmwood Ave,Kenmore ,14217,1429,Air Conditioning,Delta,TM-115312,400,Tonnage,4/14/14,9/19/16,10/17/16,9/22/16,no,"(42.9776624766365, -78.87934348541422)"
Erie,,2950,Elmwood Ave,Kenmore ,14217,1434,Air Conditioning,Delta,TM-115312,400,Tonnage,4/14/14,9/19/16,11/3/15,9/22/16,no,"(42.9776624766365, -78.87934348541422)"
Erie,,2950,Elmwood Ave,Kenmore,14217,1436,Air Conditioning,Delta,TM-115312,400,Tonnage,4/14/14,9/19/16,10/17/15,9/22/16,no,"(42.9776624766365, -78.87934348541422)"
Kings,Brooklyn,20-40,Jay Street ,Brooklyn,11201,8451,Air Conditioning,Baltimore Aircoil,3781C-2,,BTU,4/14/14,2/1/16,2/1/16,2/1/16,no,"(40.70440304093141, -73.98664473778932)"
Suffolk,,270,Park Avenue,Huntington,11743,8780,Air Conditioning,COOL WATER TECHNOLOGIES,RTCH-1024,102,Tonnage,4/15/14,6/28/17,6/28/16,6/27/17,no,"(40.879427674581905, -73.41603695998505)"
Columbia,,87,Center Street,Chatham,12037,7906,Other,Advantage Engineering,TC-45,45,Tonnage,4/18/14,9/21/15,,,no,"(42.368978391407275, -73.60075259361763)"
New York,Manhattan,334,E 25th St,New York,10010,771,Air Conditioning,BAC,F14433P,50,Tonnage,4/21/14,,,8/13/15,no,"(40.73841529755845, -73.97841617895778)"
Monroe,,1870,South Winton Road,Rochester,14618,7345,Air Conditioning,EVAPCO,LSWE-4-5J9,,CFM,4/29/14,9/15/15,9/15/15,9/15/15,no,"(43.109654118, -77.573103767)"
New York,Manhattan,120,Broadway,New York,10005,1536,Air Conditioning,MARLEY/EMMETT,SPX,133,Tonnage,5/1/14,4/29/17,6/26/17,7/6/17,no,"(40.70836392034976, -74.0110136789713)"
New York,Manhattan,405,East 73rd Street,New York,10021,1585,Air Conditioning,"Delta Cooling Towers, Inc.",TM-115312,395,BTU,5/1/14,4/30/17,6/23/17,4/30/17,no,"(40.768295131003626, -73.95477089524772)"
Suffolk,,2,Center St.,Upton,11973,2250,Other,BAC,31301C,1500,Tonnage,5/1/14,5/3/17,7/27/17,7/27/17,no,"(40.86561697439507, -72.88016611921438)"
Suffolk,,2,Center St.,Upton,11973,2252,Other,BAC,31301C,1500,Tonnage,5/1/14,5/3/17,7/27/17,7/27/17,no,"(40.86561697439507, -72.88016611921438)"
New York,Manhattan,330,West 34th Street,New York,10001,2355,Air Conditioning,EVAPCO,AT-112-518,825,Tonnage,5/1/14,5/18/17,5/18/17,5/18/17,no,"(40.752532031352814, -73.99440255717393)"
Rockland,,55,Rte 9W,West Haverstraw,10993,2357,Air Conditioning,Marley,NC8403RAN2BGF,756.7,Tonnage,5/1/14,6/30/17,7/11/17,6/28/17,no,"(41.20316974804115, -73.98433685159943)"
New York,Manhattan,330,West 34th Street,New York,10001,2358,Air Conditioning,EVAPCO,AT-112-518,825,Tonnage,5/1/14,5/18/17,5/18/17,5/18/17,no,"(40.752532031352814, -73.99440255717393)"
New York,Manhattan,400,Stonebreak Rd,Ballston Spa,12020,2536,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,2541,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,2543,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,2544,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,2545,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,2555,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,2557,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,2558,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,2559,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,2560,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,2561,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,2562,Other,Composite Cooling Solutions,Phoenix 12FT-3328-200-P6-FM,3400,Tonnage,5/1/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
St. Lawrence,,34, Cornell Drive,Canton,13617,3086,Air Conditioning,EVAPCO,USS-19-712,325,Tonnage,5/1/14,8/9/17,8/9/17,8/9/17,no,"(44.607266461, -75.185027911)"
Cortland,,21,Graham Avenue,Cortland,13045,3624,Air Conditioning,BAC,FXV-0812B-30-T-L,163,Tonnage,5/1/14,7/13/17,8/31/17,7/13/17,no,"(42.599003890793476, -76.18717491960525)"
Orange,,115,South Street,Middletown,10940,4200,Other,EVAPCO,UT 19-611,,Tonnage,5/1/14,9/15/15,9/16/15,9/16/15,no,"(41.438566344, -74.425394152)"
Chautauqua,,83,Central Ave,Fredonia,14063,4203,Air Conditioning,Baltimore Air Coil,PT2-812A-3L1,350,Tonnage,5/1/14,6/15/16,9/19/16,5/17/16,no,"(42.445600012, -79.334318981)"
Chautauqua,,83,Central Ave,Fredonia,14063,4218,Air Conditioning,Baltimore Air Coil,PT2-812A-3L1,350,Tonnage,5/1/14,6/15/16,6/15/16,5/3/17,no,"(42.445600012, -79.334318981)"
Albany,,1400,Washington Avenue,Albany,12203,4686,Air Conditioning,BAC,PT2-121A-301/WQX,500,Tonnage,5/1/14,11/18/16,8/2/17,6/29/17,no,"(42.68950813947856, -73.82023621619424)"
Albany,,1400,Washington Avenue,Albany,12203,4697,Air Conditioning,BAC,PT2-121A-301/WQX,500,Tonnage,5/1/14,11/18/16,8/2/17,6/29/17,no,"(42.68950813947856, -73.82023621619424)"
Queens,Queens,66-10,Kissena Boulevard,Flushing,11367,4736,Air Conditioning,Marley SPX,NC8405NCN1B6F,300,Tonnage,5/1/14,7/28/17,7/15/17,8/8/17,no,"(40.73447879, -73.815986786)"
Rockland,,55,Rte 9W,West Haverstraw,10993,4989,Air Conditioning,Marley,NC8403RAN2BGF,756.7,Tonnage,5/1/14,6/30/17,7/11/17,6/28/17,no,"(41.20316974804115, -73.98433685159943)"
Broome,,863,Front Street ,Binghamton ,13905,7331,Air Conditioning,Baltimore Aircoil Company ,VFL-072-41P,150,Tonnage,5/1/14,7/20/16,6/15/16,7/20/16,no,"(42.131641157, -75.906593993)"
Albany,,25,Quackenbush Square,Albany,12207,7367,Air Conditioning,Evapco,LSWB.4-4H9-B,17500,CFM,5/1/14,,,10/7/15,no,"(42.654490115, -73.748352725)"
New York,Manhattan,7000,New Utrecht Ave,brooklyn,11228,9079,Refrigeration,marley,aquatower 49b,,BTU,5/1/14,1/25/16,8/3/17,8/3/17,no,"(40.61972044184163, -73.99889456449517)"
New York,Manhattan,524,Manhattan Ave,Brooklyn,11222,9136,Air Conditioning,BAV,VTO-65J,65,Tonnage,5/1/14,12/2/16,9/30/16,6/15/16,no,"(40.721758496284245, -73.94923348037507)"
Kings,Brooklyn,1610,Dekalb Avenue,Brooklyn,11237,9244,Air Conditioning,Baltimore Air Coil company,VF1-48-31N,65,Tonnage,5/1/14,4/24/17,5/27/17,5/10/17,no,"(40.70392388973962, -73.9194639880691)"
New York,Manhattan,1182,Broadway,New York,10001,10113,Air Conditioning,BAC,3272C,272,Tonnage,5/1/14,10/6/16,10/6/16,10/6/16,no,"(40.7455445710023, -73.98853606372235)"
Orange,,604,Williams Rd,West Point,10996,10229,Air Conditioning,Baltimore Air Coil,31301C,1301,Tonnage,5/1/14,10/21/16,8/9/17,7/10/17,no,"(41.38005256810489, -73.95924682501196)"
New York,Manhattan,501,Madison Avenue,New York,10022,10682,Air Conditioning,Evapco,LPT 5712,400,Tonnage,5/1/14,3/7/17,3/7/17,3/7/17,no,"(40.759246325358255, -73.97440249638416)"
Erie,,1,main st,Buffalo,14203,10712,Air Conditioning,evapco,BX-98,146,Tonnage,5/1/14,8/26/16,8/26/16,8/26/16,no,"(42.875050583379114, -78.8777000805657)"
Niagara,,1410,buffalo ave,Niagara Falls,14303,11079,Air Conditioning,baltimore air coil,vto-155,180,Tonnage,5/1/14,3/21/17,5/19/17,6/16/16,no,"(43.08353970581356, -79.04402579151194)"
Westchester,,500,Westchester Avenue,West Harrison,10604,588,Air Conditioning,Marley,NC8405QAN,400,Tonnage,5/2/14,6/15/17,8/17/17,8/17/17,no,"(41.027922912, -73.733640579)"
Westchester,,500,Westchester Avenue,West Harrison,10604,595,Air Conditioning,Marley,NC8405QAN,400,Tonnage,5/2/14,6/15/17,8/17/17,8/17/17,no,"(41.027922912, -73.733640579)"
Onondaga,,219,Tecumseh Rd,Syracuse,13224,10882,Air Conditioning,Evapco,ATWB 4-3F9-Z,60,Tonnage,5/2/14,8/3/17,8/3/17,5/3/17,no,"(43.02802576975317, -76.10983573667882)"
New York,Manhattan,28,West 23rd Street,New York,10010,8464,Air Conditioning,Marley,NC8407SAN3,50000,BTU,5/3/14,5/4/17,8/1/17,8/1/17,no,"(40.74194148771127, -73.99090055456278)"
New York,Manhattan,28,West 23rd Street,New York,10010,8465,Air Conditioning,Marley,NC8407SAN3,50000,BTU,5/3/14,5/4/17,8/1/17,8/1/17,no,"(40.74194148771127, -73.99090055456278)"
New York,Manhattan,28,West 23rd Street,New York,10010,8466,Air Conditioning,Marley,NC8407SAN3,50000,BTU,5/3/14,6/15/17,8/1/17,8/1/17,no,"(40.74194148771127, -73.99090055456278)"
Onondaga,,505,Irving Ave,Syracuse,13210,5111,Air Conditioning,BALTIMORE AIR COIL,3482-C,900,Tonnage,5/5/14,7/26/17,7/5/17,7/6/17,no,"(43.04479413054104, -76.13755768051676)"
New York,Manhattan,341,Broome Street,New York,10013,10491,Air Conditioning,Baltimore Aircoil,VXT-40CM,40,Tonnage,5/5/14,1/3/17,1/3/17,1/3/17,no,"(40.71959154635834, -73.99484563047852)"
Albany,,334,Krumkill Road,Slingerlands,12159,3044,Air Conditioning,Baltimore Air coil CO.,PF2-1012-AA-51-20,107,Tonnage,5/14/14,6/2/17,7/31/17,6/2/17,no,"(42.661377746, -73.842567835)"
St. Lawrence,,3,Lyon Place,Ogdensburg,13669,4602,Air Conditioning,Evapco,LSWE 4-3K12-T,148,Tonnage,5/16/14,7/5/17,7/7/17,5/1/17,no,"(44.691027272, -75.499356444)"
Monroe,,23,Emmett Street,Rochester,14605,6908,Other,Advantage,TC-45F,45,Tonnage,5/16/14,4/14/17,4/14/17,4/14/17,no,"(43.16488651015574, -77.61237583322641)"
New York,Manhattan,81,E 125 St,New York,10035,3999,Air Conditioning,Evapco,UT-19-86,,Tonnage,5/21/14,,,,no,"(40.80534573589951, -73.93929982015481)"
Madison,,45,Chenango st,Morrisville,13408,4480,Air Conditioning,Evapco,AT1956,40,Tonnage,5/21/14,5/17/17,6/23/17,8/11/17,no,"(42.89376911679251, -75.64145176468437)"
St. Lawrence,,214,King Street,Ogdensburg,13669,4574,Air Conditioning,Evapco,ATWB 9-7I9-Z,160,Tonnage,5/23/14,7/5/17,7/7/17,5/1/17,no,"(44.691239772, -75.499297459)"
Cayuga,,25,Quarry Road,Auburn,13021,4605,Other,Marley,NC8411TAN1GMF,1100,Tonnage,5/23/14,7/31/17,8/13/17,8/7/17,no,"(42.950994071, -76.570659565)"
New York,Manhattan,2,Cooper Sq,New York,10003,11203,Air Conditioning,Baltimore Aircoil Company ,1VFL-036-32M,50,Tonnage,5/23/14,7/20/17,6/20/17,6/16/17,no,"(40.72738505139579, -73.99166648070557)"
New York,Manhattan,260,Washington st,Watertown,13601,358,Air Conditioning,Marley,494-h,1,Tonnage,5/28/14,8/26/15,8/26/15,8/26/15,no,"(43.972758227, -75.911710714)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,421,Other,Composite Cooling Solutions,Phoenix 2FT-3631-150-P6-FM,3625,Tonnage,5/30/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Saratoga,,400,Stonebreak Rd,Ballston Spa,12020,431,Other,Composite Cooling Solutions,Phoenix 2FT-3631-150-P6-FM,3625,Tonnage,5/30/14,7/5/17,8/21/17,7/5/17,no,"(42.97091307730378, -73.75653743248064)"
Queens,Queens,20-20 ,New Haven Ave,Far Rockaway,11691,10417,Refrigeration,Marley,4851,60,Tonnage,5/30/14,10/6/16,,,no,"(40.60088805419997, -73.75420703695828)"
Rockland,,155,Corporate Drive ,Orangeburg,10962,9,Air Conditioning,Marley,NC8409TCN,800,Tonnage,6/1/14,7/11/17,7/20/17,7/11/17,no,"(41.036272074125875, -73.98762942118739)"
Rockland,,155,Corporate Drive ,Orangeburg,10962,10,Air Conditioning,Marley,NC8409TCN,800,Tonnage,6/1/14,7/11/17,7/20/17,7/11/17,no,"(41.036272074125875, -73.98762942118739)"
Rockland,,155,Corporate Drive ,Orangeburg,10962,12,Air Conditioning,Marley,NC8409TCN,800,Tonnage,6/1/14,4/8/17,3/3/17,7/11/17,no,"(41.036263754, -73.987627959)"
Rockland,,155,Corporate Drive ,Orangeburg,10962,13,Air Conditioning,Marley,NC8409TCN,800,Tonnage,6/1/14,4/8/17,7/20/17,7/11/17,no,"(41.036272074125875, -73.98762942118739)"
Cayuga,,15,Eagle Drive,Auburn,13021,693,Other,Baltimore Aircoil,PT2-1212A-3P1,2385,Tonnage,6/1/14,6/13/17,8/1/17,6/7/17,no,"(42.922258847, -76.61627954)"
Cayuga,,15,Eagle Drive,Auburn,13021,695,Other,Baltimore Aircoil,PT2-1212A-3P1,2385,Tonnage,6/1/14,6/13/17,8/1/17,6/7/17,no,"(42.922258847, -76.61627954)"
Cayuga,,15,Eagle Drive,Auburn,13021,697,Other,Baltimore Aircoil,15296,600,Tonnage,6/1/14,6/13/17,8/1/17,6/7/17,no,"(42.922258847, -76.61627954)"
New York,Manhattan,150,West 62nd Street,New York,10023,823,Air Conditioning,Evapco,UT224-318,1200,Tonnage,6/1/14,7/27/17,8/15/17,5/3/17,no,"(40.7716631123005, -73.98490898325876)"
Dutchess,,4, Burnett Boulevard,Poughkeepsie,12603,1559,Air Conditioning,EVAPCO,AT19-28,150,Tonnage,6/1/14,7/17/17,7/17/17,7/17/17,no,"(41.694033719, -73.890121874)"
Dutchess,,4, Burnett Boulevard,Poughkeepsie,12603,1771,Air Conditioning,EVAPCO,AT19-28,150,Tonnage,6/1/14,7/17/17,7/17/17,7/17/17,no,"(41.694033719, -73.890121874)"
New York,Manhattan,711,Third Avenue,New York,10017,2348,Air Conditioning,Marley,NC8414SLN,2001,Tonnage,6/1/14,6/22/17,6/22/17,6/22/17,no,"(40.752306185, -73.97310168)"
Erie,,205,Park Club Ln,Buffalo,14221,2520,Air Conditioning,Reymsa,RT816275-A,306,Tonnage,6/1/14,7/12/17,8/1/17,7/12/17,no,"(42.96405992500493, -78.76585473795911)"
New York,Manhattan,90,Bay St,Staten Island,10301,4821,Air Conditioning,Marley,AV Series,,BTU,6/1/14,8/20/15,8/20/15,,no,"(40.63982138651913, -74.0757049717384)"
Fulton,,1,Opportunity Drive,Johnstown,12095,5707,Other,Baltimore Aircoil Company,3725C,916,Tonnage,6/1/14,6/26/17,8/2/17,6/26/17,no,"(42.986239581, -74.398362882)"
Fulton,,1,Opportunity Drive,Johnstown,12095,5713,Other,Baltimore Aircoil Company,3725C,916,Tonnage,6/1/14,6/26/17,8/2/17,6/26/17,no,"(42.986239581, -74.398362882)"
Fulton,,1,Opportunity Drive,Johnstown,12095,5717,Other,Baltimore Aircoil Company,3725C,916,Tonnage,6/1/14,6/26/17,8/2/17,6/26/17,no,"(42.986239581, -74.398362882)"
Kings,Brooklyn,112,Water Street ,Brooklyn,11201,8450,Air Conditioning,Baltimore Aircoil,U146695806,,BTU,6/1/14,2/1/16,2/1/16,2/1/16,no,"(40.70312932777296, -73.98915524473583)"
New York,Manhattan,300,East 75th Street,New York,10021,9305,Air Conditioning,Evapco,UT-19-611,270,Tonnage,6/1/14,6/15/17,6/22/17,6/22/17,no,"(40.77044853109677, -73.9565718951109)"
